start|end|text
446.79|453.79|I must have been eight or nine years old when I started school.
453.79|457.79|We used to, we had two schools.
457.79|464.97|We started at Crow Lake School and that was two miles across the field.
464.97|465.97|But we had to go around the road.
465.97|467.97|And it was three miles to Crow Lake.
467.97|472.97|I can remember starting school there with the Orsted boys in ...
472.97|475.97|And Joe Barlow, Manning Body.
475.97|477.97|We were all in grade one.
477.97|480.97|And we were learning to - the ABCs.
480.97|485.97|And I think we went there maybe two years.
485.97|488.97|And for some reason that school was closed down.
488.97|490.97|And then we went to DeVille School.
490.97|492.97|That was in the other direction.
492.97|496.25|Two miles again across
496.25|499.25|country, no roads.
499.25|504.25|We went there for, as I remember it, only one year.
504.25|508.25|And then Crow Lake School opened up again.
508.25|510.25|And we used to go around the road.
510.25|512.25|We drove horses the three miles.
512.25|514.25|And in the summer when they needed the horses in the field,
514.25|517.25|we walked the three miles.
517.25|520.25|And then at certain times of the year when it was dry enough,
520.25|523.25|we'd cut straight across the fields.
523.25|527.25|And that was just two miles going across that way.
527.25|530|And we used to go a walk, you know the
530|533.3|mosquitoes would be so bad that we'd run to get away from them.
533.35|537|You'd run for a ways and then you'd slow down.
537.1|539.25|And then when they'd congregate again around you,
539.25|541.31|you'd run for another stretch -
541.31|546.24|and that's the way you got your education,
546.24|549.02|on foot to school and back.
549.25|551.09|Went there.
551.09|555.72|And when I was about ten years or twelve years old - 
555.72|556.72|No, I wasn't twelve then,
556.72|558.72|maybe eleven.
558.72|560.72|And we were driving.
560.72|562.72|A single horse on a buggy.
562.72|565.72|And four or five of us would pile in that one-seated buggy.
565.72|569.72|Some would stand in the back, stand on the axle.
569.72|575.96|And an old great big horse that - that drove back and forth.
575.96|579.96|And then, as I said, in the summertime when they needed them in the fields,
579.96|580.96|well, we would walk.
580.96|584.59|Well, I kept up.
584.59|586.59|That was my education, going to school.
586.59|588.59|But I will say this much,
588.59|591.59|when you're in grade, by the time you're in grade four,
591.59|593.59|you knew the times table.
593.59|595.59|Not just the four times.
595.59|597.59|You knew them right up to twelve times.
597.59|599.59|You knew spelling.
599.59|601.59|You knew geography.
601.59|603.59|You've got a good grounding in education.
603.59|604.59|There's no...
604.59|605.59|And writing.
605.59|608.59|They're very particular about your writing.
608.59|609.59|How you learn to write.
609.59|614.59|Make the letters, letter perfect, so to speak.
614.59|617.59|And then I...
617.59|620.59|Remember when I was about ten years old,
620.59|624.59|mother and dad took a trip back to Iowa via train.
624.59|628.59|For some reason, I was picked to go back with them.
628.59|630.59|I don't know if I was cute or so mean
630.59|632.59|they couldn't leave me at home or what it was,
632.59|634.59|but I went to Iowa with them.
634.59|636.59|I remember quite a bit about that trip,
636.59|640.59|about being at the various uncles' places.
640.59|642.59|And there were cousins there my age,
642.59|645.59|and we used to have a lot of fun playing.
645.59|646.59|It was in the fall of the year.
646.59|649.59|And then dad and I came back.
649.59|651.59|And mother stayed.
651.59|653.59|For some reason, she stayed.
653.59|655.59|And dad and I came back,
655.59|657.59|and I still remember us being in Minneapolis.
657.59|659.59|And he went down to a bar room
659.59|663.13|and took me down with him.
663.13|666.13|And there were all kinds of food.
666.13|669.13|You could have all the food you wanted for free.
669.13|671.13|A glass of whiskey at that time,
671.13|674.13|I guess, was about 25 cents.
674.13|676.13|And then as we went home that night,
676.13|677.13|I remember we went
677.13|679.13|down the street,
679.13|680.13|and he said,
680.13|681.13|"Take a look down this window."
681.13|683.13|We looked down a basement window,
683.13|686.13|and here there were newspaper machines down there,
686.13|689.13|running all automated newspaper machines.
689.13|691.13|And the papers were coming out of there
691.13|695.13|just like nobody's business.
695.13|697.13|Then I remember going home from Minneapolis,
697.13|699.13|and dad had me singing.
699.13|701.13|I could sing pretty good.
701.13|703.13|Some of the old songs of the day.
703.13|705.13|And of course I'd sing,
705.13|707.13|and then everybody would hand me a dime - a dime!
707.13|709.13|I had dimes,
709.13|711.13|and I had porters on the train
711.13|715.79|that were selling candies, oranges, and apples,
715.79|718.79|and all sorts of good things.
718.79|720.79|No soft drinks in those days.
720.79|723.79|But I ate so much of this stuff I got sick,
723.79|725.79|and I started puking.
725.79|729.79|And that was the end of the singing.
729.79|733.79|This train ride to Minneapolis home was about,
733.79|735.79|oh, I would imagine,
735.79|737.79|about a 24-hour train ride
737.79|739.79|to Minneapolis, yes.
739.79|741.79|It would be, oh, 24 hours
741.79|745.62|to get from our place up to Minneapolis.
745.62|748.62|I don't remember anything else then until 19...
748.62|750.62|Oh, no, not any detail,
750.62|753.62|except milking cows and doing chores,
753.62|754.62|and you start doing that
754.62|757.62|when you're eight years old on the farm.
757.62|759.62|And at 11 years old,
759.62|761.62|I rigged up a team of horses on a hay rack,
761.62|765.62|and I was a straw monkey in the thrashing house.
765.62|766.62|At 12 years old,
766.62|768.62|I was out disking the land
768.62|770.62|with horses while the boys,
770.62|771.62|all the older ones,
771.62|773.62|were busy with the thrashing.
773.62|776.62|I couldn't remember that very well.
776.62|777.62|And you really had to work
777.62|779.62|when you were on the farm.
779.62|781.62|As soon as you were old enough
781.62|783.62|to pull weeds,
783.62|784.62|at five and six years old,
784.62|788.62|you're out pulling weeds in the garden.
788.62|796.6|And when I was ... 11,
796.6|798.6|that would have been 1913,
798.6|799.6|that's right,
799.6|803.6|then Sister Aloysia was already
803.6|806.6|a novice in the convent,
806.6|809.14|at 14.
809.14|811.14|And Sister Hilary and I
811.14|815.14|both went to the convent that winter.
815.14|817.14|Mary got an education, too.
817.14|818.14|I was 11 years old.
818.14|819.14|Well, I...
819.14|821.14|Yeah, 11 years old,
821.14|824.14|and I had to do my own laundry.
824.14|825.14|You were on Saturdays,
825.14|826.14|you did your own laundry,
826.14|828.14|you washed your clothes,
828.14|830.77|got a change of clothes,
830.77|832.77|took a bath once a week,
832.77|834.77|I don't remember what bathtubs are.
834.77|836.77|I think we just took a bath.
836.77|838.77|The boys had their own room
838.77|839.77|down in the washroom,
839.77|840.77|in the laundry room.
840.77|841.77|We'd take a bath
841.77|843.77|out of an ordinary wash tub.
843.77|849.26|The food was plain and simple
849.26|850.26|and you had to eat
850.26|852.26|what was put on your plate,
852.26|853.26|or have a darn good reason
853.26|854.26|why you didn't eat it.
854.26|855.26|...
855.26|857.26|because you didn't like it,
857.26|860.95|that you were sick or something
860.95|861.95|was the only reason
861.95|862.95|you got away from eating
862.95|864.95|the food that was put before you.
864.95|866.95|I remember I was in grade five,
866.95|872.5|and at Easter time,
872.5|874.5|we went home,
874.5|877.5|and I didn't go back.
877.5|879.5|I don't know why I didn't go back.
879.5|881.5|I don't remember if Sister Hilary
881.5|883.5|went back then or not.
883.5|885.5|But I started school at home,
885.5|887.5|and I wrote my grade five exam
887.5|888.5|at home.
888.5|893.2|Then I must have missed a year,
893.2|896.2|or I must have failed a grade,
896.2|899.2|because I went...
899.2|902.2|I passed my grade six,
902.2|903.2|I would have been about...
903.2|907.57|I must have been fourteen
907.57|911.9|or at least fourteen
911.9|913.9|or into my fifteenth year.
913.9|921.93|And then I started school
921.93|923.93|in grade seven.
923.93|924.93|Now, I would have been
924.93|926.93|about fifteen years old
926.93|928.93|that fall, I guess.
928.93|929.93|And the teacher and I
929.93|931.93|couldn't see eye to eye at all.
931.93|932.93|I guess I was as stubborn
932.93|934.93|as a fourteen or fifteen-year-old
934.93|936.93|can be.
936.93|938.93|And she and I were jangling
938.93|940.93|all the time as the saying
940.93|941.93|go:
941.93|942.93|I was lipping her back
942.93|943.93|and whatnot.
943.93|945.93|And I was dissatisfied then,
945.93|949.43|and I said to Mother one day,
949.43|950.43|I want to quit school.
950.43|951.43|What are you going to do?
951.43|953.43|I said, "I'll go trapping."
953.43|955.43|You could trap coyotes
955.43|956.43|and weasels
956.43|959.43|and what have you.
959.43|960.43|So she said,
960.43|962.43|"Well, if you don't like school,
962.43|963.43|well, you might as well quit."
963.43|964.43|And I quit school.
964.43|966.43|That was my education.
966.43|972.77|And many, many times
972.77|973.77|after I was grown up,
974.77|975.77|and away from home,
975.77|977.77|I wish I'd have had more education.
977.77|984|However, I got by, as it was.
984|984.72|I went on the trap line then.
984.72|986.72|Well, the trap line,
986.72|988.72|I was doing chores at home.
988.72|995.04|And, now Joe - I think Joe was in the Army at that time.
998|998.19|And now, Zip,
998.19|1000.19|I don't remember if he went.
1000.19|1002.19|Maybe he was going to school
1002.19|1003.19|in Weyburn.
1003.19|1004.19|He went back to school
1004.19|1006.19|after he had quit for a while.
1006.19|1008.19|He went to Weyburn
1008.19|1011.19|and got his high school
1011.19|1012.19|up,
1012.19|1014.19|he got,
1014.19|1016.19|I would think he got his grade
1016.19|1017.19|nine and ten.
1017.19|1020.43|During that time,
1020.43|1021.43|well, I was at home
1021.43|1022.43|and we had a lot of livestock.
1022.43|1023.43|There's always so much work
1023.43|1024.43|to do around there.
1024.43|1025.43|It would take you
1025.43|1026.43|all forenoon
1026.43|1028.43|to get the chores done up.
1028.43|1030.43|You had to clean the barns
1030.43|1031.43|every day at our place.
1031.43|1033.43|There was no other way around it.
1033.43|1036.43|Every animal had nice bedding,
1036.43|1039.74|nice straw place to lay down.
1039.74|1040.74|And then in the afternoon,
1040.74|1041.74|I'd go out and I'd set trap
1041.74|1043.74|and I'd try to catch the odd weasel,
1043.74|1044.74|a weasel skin is worth
1044.74|1045.74|maybe a dollar,
1045.74|1046.74|a dollar and a quarter.
1046.74|1047.74|And there were skunks around
1047.74|1048.74|and that skunk was worth
1048.74|1050.74|two and a half or three dollars.
1050.74|1052.74|And I caught the odd coyote
1052.74|1053.74|and they were worth
1053.74|1054.74|up to fifteen,
1054.74|1055.74|twenty dollars.
1055.74|1056.74|And so,
1056.74|1058.74|I was doing this trapping
1058.74|1059.74|on horseback.
1059.74|1061.74|I'd get on the old black mare,
1061.74|1062.74|old lady,
1062.74|1064.74|and I'd ride,
1064.74|1065.74|you know,
1065.74|1066.74|two or three miles away
1066.74|1067.74|from fifteen,
1067.74|1068.74|twenty blows zero.
1068.74|1069.74|You didn't stop for that.
1069.74|1071.74|Go and check your traps
1071.74|1072.74|if you caught something
1072.74|1073.74|and you brought them home
1073.74|1074.74|and you skinned them.
1074.74|1075.74|That was,
1075.74|1076.74|you kept busy all the time.
1076.74|1078.74|There was never a dull moment.
1078.74|1079.74|If you had any reading to do,
1079.74|1080.74|you did it at night
1080.74|1082.74|by coal or a lamp.
1082.74|1087.15|And reading wasn't as common
1087.15|1088.15|as it is today.
1088.15|1091.15|We had no radio at that time.
1091.15|1092.15|So you didn't get any news.
1092.15|1094.15|You were sort of blanked out,
1094.15|1095.15|as they say.
1095.15|1096.15|The news you got was
1096.15|1097.15|when Dad'd come home from town,
1097.15|1099.15|he'd go to town
1099.15|1100.15|two or three times a week
1100.15|1101.15|and he'd always bring home
1101.15|1102.15|all the gossip
1102.15|1103.15|from the neighborhood,
1103.15|1104.15|you know,
1104.15|1105.15|what he had heard.
1105.15|1107.15|But we had telephone installed
1107.15|1110.15|when I was about twelve,
1110.15|1112.15|eleven or twelve years old
1112.15|1114.15|when we had the telephone installed.
1114.15|1116.15|So you had some communication
1116.15|1117.15|with the neighbors,
1117.15|1119.15|which was good for the women
1119.15|1120.15|in particular.
1120.15|1121.15|The boys,
1121.15|1123.15|we never talked back and forth.
1123.15|1125.15|We had neighbor boys,
1125.15|1126.15|but we wanted to talk to them.
1126.15|1127.15|We got on a horse
1127.15|1128.15|and rode over there,
1129.27|1130.38|visited in that way.
1132|1133.69|And life was simple, very simple.
1133.69|1138.39|You worked hard and you ate well, and you slept well.
1138.39|1139.66|And the next day, you got up
1139.66|1141.69|and it was the same thing over and over.
1143|1144.38|And to get back to trapping,
1144.38|1146|after I was trapping for a while,
1146|1150|I found out there was a place in St. Louis, Missouri
1150|1152|where you'd ship your hides.
1152|1154.49|There was no one duty or anything to get them across the line.
1154.49|1162.04|And I found out that you got about half again as much for a coyote skin down there.
1162.04|1164.58|So I started shipping them down there -
1164.72|1166.72|and skunks the same.
1166.72|1167.72|And then I found out
1167.72|1168.72|that I'd go out
1168.72|1169.72|and I'd buy them
1169.72|1170.72|from the neighbors
1170.72|1171.72|with the,
1171.72|1172.72|they would price them
1172.72|1174.72|at what they could get
1174.72|1175.72|in the Canadian market
1175.72|1176.72|and then I'd ship
1176.72|1177.72|to the States
1177.72|1178.72|and make myself
1178.72|1179.72|a nice profit
1179.72|1180.72|maybe a lot of times
1180.72|1181.72|50% profit.
1181.72|1182.72|I know in one case
1182.72|1183.72|I went to a fellow's place,
1183.72|1184.72|he had wolfhounds
1184.72|1185.72|and he went over there
1185.72|1186.72|and he had
1186.72|1187.72|10 or 12 coyote skins.
1187.72|1188.72|They were in bad shape
1188.72|1191.76|they'd been tore up and they were bloody and everything.
1191.76|1193.72|And he wanted
1193.72|1194.72|$10 a piece for them
1194.72|1197.5|and I had another neighbor boy with me
1197.5|1198.72|and we went out of there, we had,
1198.72|1202|I think we had six or seven hides.
1202|1202.7|Some of them were so bad
1202.72|1203.82|I wouldn't buy them.
1203.82|1206|And they had averaged me $3 a piece.
1206|1206.72|When I showed them
1206.72|1207.72|a few greenbacks
1207.72|1208.72|well,
1208.72|1209.72|he started
1209.72|1210.72|coming around.
1211.72|1213.93|I took them down in the dark basement
1213.93|1216|with the cold oil lamp - lantern
1216|1219.1|and then I redressed those hides and I put them on a proper stretcher
1219.1|1219.72|and got them
1219.72|1222.2|the lead washed off them and cleaned up.
1222.2|1224.54|The first one I sent away I got
1224.54|1227.67|more for it than I'd paid for the whole lot.
1228.72|1229.72|And,
1229.72|1230.72|well,
1230.72|1231.72|that only lasted
1231.72|1232.72|so long
1232.72|1233.72|and then
1233.72|1234.72|this all
1234.72|1235.72|happened in about
1235.72|1236.72|one winter
1236.72|1237.72|that I was dealing
1237.72|1238.72|in furs
1238.72|1239.72|besides doing
1239.72|1240.72|the chores at home.
1240.72|1241.95|And that was over with.
1241.95|1245.65|Well, now I'm into 16 and 17 years old.
1245.69|1250.1|The war was on, and it was work, work, work.
1250.12|1251.92|Joe and Zip, Joe went in the Army.
1252.57|1253.67|Zip was away from home,
1253.69|1254.97|he was getting an education.
1255.05|1256.79|And I was the main one.
1256.81|1259.15|Mac was, what, two and a half years younger than me.
1259.79|1261.56|And we always had to do all the chores.
1261.58|1264.28|So you worked, worked, and worked.
1264.3|1271.35|You would work eight, ten hours a day, every day, in the wintertime as well as in the summer.
1271.37|1272.57|Summertime, you worked from
1272.82|1281.21|five in the morning until eight at night, every day, six days a week, and then do the chores on Sunday.
1281.25|1283.29|We always milked a half dozen cows.
1283.87|1286.71|Besides, it was all horse farming in those days.
1286.78|1291.74|They had up to 50, 60 horses around the farm that you had to look after.
1292.9|1299.39|In the summer when I was, what, 1915, I was 13 years old that fall.
1301.22|1302.79|Yeah, this is hard to believe.
1303.79|1306.31|And Joe and Zip were home that summer.
1307.91|1311.88|And the three of us hauled rock and gravel all summer.
1311.89|1314.12|Had three wagons and horses.
1314.14|1322.29|And we'd used to go 13 miles down to the river to get three loads of sand, load them up, and take them home.
1322.33|1326.05|By the time we got home, we'd leave at, say, 7 or 8 in the morning.
1326.07|1328.21|By the time we got home, it was 4 in the afternoon.
1328.89|1330.88|And you had to unload your load,
1331.19|1336.76|and then do the chores, and then be ready to make the trip the next day.
1337.66|1345.13|And this went on, I guess, for two months that we were hauling material to build this big barn.
1345.15|1346.17|It was a huge barn.
1346.19|1352.28|The foundation was 56 feet one way and 60 feet the other way.
1353.34|1356.44|And then the contractor came in and he built the barn.
1356.86|1385.2|he put down the foundation everything then we had to haul all those rock in to fill that foundation in and then filled it up with sand so they could put a four inch coat of cement all over the barn it was an up-to-date barn everything was first class. That's when I was 13 years old that fall, the fall of 1915. You want to know about work, well that was work and that same
1385.78|1390.61|The year before that, yeah, we didn't have a decent well on the farm.
1391.01|1394.94|My brother Mac and I, he would have been about ten, I guess.
1394.96|1398.66|We were hauling water with a team of horses and a big wooden tank.
1398.68|1414.19|We used to have to go two and a half miles up to where there was a pond and get this water and then haul it down and dump it in the big tank in the pasture where there were about, oh, there would have been three, four hundred
1414.72|1419.13|head of cattle in that 1,500-acre pasture.
1419.15|1428.14|And that went on until we finally got a well at home that wouldn't go dry, and then we didn't have to haul water anymore.
1428.52|1429.54|We didn't have to pump it.
1429.56|1432.07|They'd pump it into the tank and haul it down.
1432.11|1434.43|Somebody else finally took that job over.
1435.29|1439.74|We probably had to go to school when the school term started.
1439.76|1442.83|I don't remember the detail.
1442.83|1448.84|But that gives you an idea of how hard we worked when we were young.
1448.86|1454.69|I often said, I don't know what all the help -
1454.71|1457.84|I was the seventh son, and Mac was the eighth one.
1457.86|1470.95|And as soon as we were able to work, I can remember when they built that pasture in 1914, I guess it was, that they used to haul us a mile and a half away, and we'd dig post holes all day
1471.51|1474.45|with a postal order, and they'd come and pick us up at night.
1474.59|1483.87|We'd have our lunch with us out there, but the bald prairie, no trees or no shade or anything, just out there working.
1483.89|1492.4|And you'd get so tired that you'd stop and snare golfers once in a while, just for getting a little bit of a rest.
1494.77|1496.57|Well, that's
1496.87|1501.12|through the 1914, '15, '16, it was the same thing.
1501.16|1502.58|It was a repetitious thing.
1504.1|1506.97|And short on help.
1506.99|1509.11|I wasn't going to school then.
1509.95|1510.93|Work, work, work.
1512.14|1515.64|1917, bad, kind of a bad year.
1515.66|1519.62|1916, yeah.
1522.24|1529.41|Then, '17 is a short crop, '18 was a short crop.
1529.43|1534.8|Now by this time, I'm 15 years old, I'm taking a man's place hauling bundles.
1534.82|1541.75|And I've been out hauling bundles, and I'd be so tired when night came that I couldn't throw on the load anymore.
1541.77|1548.78|I'd just throw on a rack full and come in, and my brother would unload them at the machine.
1548.8|1553.2|And that went on, 1917.
1554.08|1579.61|1918 short crop. 1919 less crop again but we always fared somehow we had a lot of always raised 50 60 hogs for sale and we always had hens, 125 hens around so we had our own eggs our own pork had our own beef we always had 50 60 head of cattle and about that many horses so you're never short on work
1581.52|1583.78|As 1919, we dried out.
1583.8|1588.05|1920, the hoppers came in and just about cleaned us out.
1590.39|1592.95|In 1921, then, we got a crop.
1592.97|1598.84|And Dad bought a... Oh, in the meantime, 1918, he had bought a little Titan tractor.
1598.86|1601.89|It was about equivalent to four horses.
1601.91|1603.59|Or maybe, no, do more than that.
1603.63|1606.09|Do the work of about six horses.
1606.11|1607.07|But it was slow.
1607.09|1610.8|It would only travel about less than three miles an hour.
1611.84|1615.71|And in 1921, we had a crop.
1615.73|1616.65|Not a good crop.
1616.67|1620.93|It went about 20 bushels per acre, but a low grade of wheat.
1620.95|1625.08|Dad bought a small separator for that thrashing outfit.
1625.1|1632.15|And for some reason or other, while we were getting it rigged up, he and Joe - Joe and Zip were home that fall.
1634.51|1640.04|They got in a jangle of some kind, and I was 19 years old that fall.
1640.88|1642.55|And so he got mad at him.
1642.57|1646.27|He said, "Linden's going to run this outfit, and you guys can haul bundles."
1647.05|1652.38|So I was the chief cook and bottle washer around the thrashing machine.
1652.4|1656.23|I was running the thrashing outfit, and I run that same outfit then in 1921.
1657.07|1659.91|'22, we had a bumper crop.
1659.93|1661.68|'23, we had a bumper crop.
1662.82|1667.13|'24, the spring of '24, my dad died.
1668.66|1670.52|And that was a short crop that year.
1670.54|1677.33|We had only maybe 18, 15 or 18 bushels to the acre.
1677.35|1678.19|It was a short crop.
1678.77|1680.81|We were through harvesting real early.
1683.93|1692.38|And, oh yes, in '24, in '24, yeah, we had finished.
1692.4|1694.1|And then I went up to Griffin.
1694.12|1696.72|I got a job running a thrashing outfit up there.
1697.21|1699.37|I just, what was I, in '24?
1699.39|1700.62|I was 22 years old.
1702.44|1706.5|And after that, I went thrashing for another fellow.
1706.52|1716.01|Oh, I could tell you the incidental experiences that I had on those thrashing outfits when I got around and saw how those guys run a thrasher after I had run one enough.
1716.53|1721.92|I was always so sure when I started that machine in the morning that it wouldn't stop until night and nothing would happen.
1722.52|1724.55|It had eight or ten belts on it.
1724.57|1727.41|You had to have those all laced up properly and everything.
1728.33|1733.7|And you had to have everything set just right that they couldn't plug the machine by throwing in too much at one time.
1734.5|1735.98|And all that.
1736.04|1741.07|Unless you thrashed, it would be very difficult for you to understand what I'm talking about.
1742.11|1743.25|That was in 1924.
1743.77|1746.01|But I was managing the farm when Dad died.
1746.95|1748.26|Bud was old enough then.
1748.44|1752.26|Bud was, what, 13 years old at that time.
1753.47|1761.76|And so between, he was going to school, but when he wasn't to school, he was helping, you know, taking a man's place.
1763.69|1766.37|He went to school and got his grade eight education.
1767.03|1771.22|Mac dropped out of school about grade seven, I'd say.
1772.32|1773.76|Now, that's the farthest that he went to school.
1775.2|1781.35|And there wasn't much emphasis put on education in those days.
1782.09|1786.28|You know, it wasn't important that you had an education.
1786.46|1789.1|I don't know how Zip started back to school.
1789.7|1791.25|He became a teacher.
1792.63|1801.2|And Leona got her grade nine, I think, and grade eight in the convent.
1801.22|1804.55|And then she went to high school in Halbrite and got her grade nine.
1804.59|1806.19|I think that's as far as she went.
1808.29|1810.19|And then she went to California.
1811.17|1816.54|And Sister Hilary, of course, went through high school and became a teacher.
1816.56|1817.96|And Sister Aloysia, the same.
1818.78|1820.3|Charles and all those guys.
1821.56|1826.09|I don't think any of them had a grade 8 education.
1827.77|1836.38|You could read and write and know your arithmetic, and that's as far as it went.
1836.4|1838.42|I've been talking steady for a half hour.
1838.44|1839.4|I'll take a rest now.
1842.72|1845.75|This is the morning of July the 23rd.
1848.19|1859.69|I have a few minutes to go before I go for coffee, so I'll just continue about the years before 1924.
1862.86|1865.31|You may think from what I said that we never had any fun.
1865.33|1867.2|It was all work, work, work all the time.
1867.26|1869.38|Life was simple.
1871.02|1872.14|We made our own fun.
1873.34|1875.62|When I was growing up and got to be a teenager,
1875.66|1880.07|you'd go to a schoolhouse dance two or three times a year.
1880.11|1884.55|There'd be dances in town that you'd attend.
1886.11|1888.42|No drinking or anything at dancing in those days.
1888.76|1890.64|It was all very primitive.
1895.57|1898.95|You never saw your neighbors during the week.
1898.97|1901.45|Only once a week that people would gather together.
1902.26|1903.0|The rest of the time
1903.02|1906.97|you just did your routine daily work.
1906.99|1919.8|On the weekend, in the summertime, you'd get together and work up a ball team between a bunch of the neighbors and play, work up baseball, and that's where you whiled away the day.
1920.36|1922.98|Every other Sunday, we went to Mass in Halbrite.
1923.14|1929.65|That took two or three hours out of the center of the day.
1931.44|1933.32|Life was very, very ordinary.
1933.36|1936.48|In the summer, there would be picnics here and there that you'd attend.
1938.35|1940.77|But you just went along.
1942.13|1949.7|And I don't know whether you enjoyed life or not, but everybody did the same thing, and that's the way it was.
1955.46|1960.33|This is now on July the 20th, or August the 22nd.
1963.6|1965.68|So I'll try to continue.
1965.74|1970.91|I'm getting the story a bit mixed up, but I'll go back to 1924.
1971.01|1981.75|There I mentioned that our crop was fair and that Dad had died that year.
1983.89|1987.18|And I'll go back and tell the story of when Dad died.
1988.02|1992.54|The fall of '23, Mother had gone to California.
1993.33|1996.96|Yes, she went by herself.
1998.44|2001.79|And Leona stayed home to keep house.
