start|end|text
136.82|137.89|And that was the standard.
138.57|167.23|okay so now you were 28 or 29 in the beginning of the depression when the depression started yeah and you had that home i left home when i was 24 years old my father died when i was 21 years old and i was the oldest one home and i took over the management of the farm so what were you doing then when the depression started where were you i was uh uh i was back in the area
169.35|175.18|I went into the power business, or working at power, in 1927.
175.22|182.55|And I started in Iowa, as queer as it may seem.
182.57|188.92|I started in Iowa, went to Nebraska, then South Dakota, then North Dakota, and finally I wound up at Esseland in 1929.
189.78|191.82|You were working for yourself?
191.86|193.06|With the power.
193.1|193.62|For yourself?
193.64|194.76|No, no, I wasn't a contractor.
194.78|196.27|I was working for a power company.
196.43|197.27|Oh, a power company.
197.29|197.39|Yeah.
197.96|202.46|and started without any education or anything, just started from the bottom.
202.71|205.41|This is a private power company?
205.43|210.72|Yes, at that time we had private power companies in Saskatchewan.
211.5|217.02|The power commission didn't start until 1928 when it was formed.
217.04|218.39|So what did you do?
218.79|219.49|What did I do?
219.87|223.13|A small power company, not really small either.
223.15|227.14|We had about 70 employees throughout the province.
227.71|234.57|And when I started in power, I started digging holes right from the bottom, on the end of the shovel, so to speak.
234.59|236.2|So in 1930, what were you doing?
236.22|237.0|I was a lineman.
237.02|241.8|By that time, I had graduated up, and I was what they called a hot lineman.
241.84|242.96|I could work anything.
243.88|246.33|And how much money did you make?
246.35|252.45|In 1930, when I started Estevan, I was making 82 cents an hour and paying my own keep.
253.01|254.29|Was that good wages?
254.31|256.42|That was good, yes, extremely good.
256.62|259.8|Now, did your wages stay the same all the way through the Depression?
259.82|261.8|Well, no.
263.74|265.23|I have to stop and think now.
265.61|269.73|In 29, it was just by chance that I got on with this power company.
270.79|273.89|In the meantime, I had gone back on the farm.
274.69|278.1|My brother and I started farming, and then mother wanted to come back on the farm.
278.12|283.49|So I ran into this power job, and I went back to it.
283.5|285.09|But only worked in the fall.
286.31|287.6|On the power corporation?
287.62|287.72|Yeah.
288.14|292.2|And then in the next spring, Mother wanted to come back on the farm, and I went back to the power company.
292.46|294.99|Wages were 55 cents an hour.
295.81|296.53|They had dropped in?
297.11|298.89|Yeah, that's when the roof really fell in.
298.93|303.94|I'd got 82 the fall before, and 55 when I come back this spring.
303.98|309.11|And I, independent of me, no way am I going to work for 55 cents an hour.
309.15|311.79|And I packed up and went back to the farm.
313.39|314.1|And did you stay there?
314.46|319.63|Well, I stopped in town on the way home, and I bought a rifle, which I still have today.
319.67|321.91|And I went out shooting golfers.
322.01|325.0|And on the farm, you could always earn your keep, you know.
325.52|328.12|We always had livestock, so you always helped.
329.28|331.79|And we had a good home on the farm.
331.81|334.47|You said your mom had moved off the farm then, in the meantime, had she?
334.49|335.37|Just for a year.
335.43|338.0|She was going to retire and go into labor, and she couldn't take it.
338.1|340.16|And who was on the farm in the meantime?
340.68|341.04|Your brother?
341.06|343.6|My brother, just younger than myself, took over the farm, yes.
344.1|344.18|Hmm.
344.43|351.73|So, you were saying that you had how many in your family?
352.01|352.53|Thirteen.
354.27|354.59|Thirteen.
355.79|356.63|Oh, my goodness.
356.65|357.44|She had fifteen.
358.42|361.26|Yeah, that's what my mother said.
361.88|366.81|The first time she had gone to a doctor after Dad died, she took sort of a nervous breakdown and
367.43|368.39|She came into my room.
368.45|369.92|I was thinking about that this morning.
369.94|374.93|It's funny that I woke up and here was Mother standing by the bed and said, I think I'm going to die.
376.31|380.5|This was about two months after Dad had died.
380.52|382.12|And so I didn't know what to do.
383.74|386.83|Just my two brothers and myself were there.
387.07|387.93|They were both younger.
388.99|392.6|So I phoned up the neighbor lady, who was a widow woman, and I said, "
392.71|415.11|mother was sick and whatever she would come with me and go to the doctor in wayburn so we took her to wayburn and doctor sent her away on a holiday that's all she need to get away after raising 15 or 13 kids oh and i have i'm coming back to that now the doctor said, "Looking her over and you had 13 children"
415.93|419.12|And mother said, I was afraid to tell him I'd had 15.
421.66|422.36|Do him more.
422.38|425.82|We're going to make any difference.
425.84|429.17|OK. How much schooling did you get?
429.2|431.75|Part.
432.09|434.25|What grade did you go to in school?
434.27|434.37|Oh.
435.55|442.54|Well, I went through grade six and about six weeks of grade seven.
442.56|443.78|And then why did you stop?
445.09|450.86|Well, the teacher we had at the time, this was country school, and I couldn't see eye to eye.
450.96|454.32|I was at the ornery age, I guess, eh?
455.43|456.33|Well, like Jeffrey.
456.35|456.73|Yeah.
457.19|469.77|Well, no, oh no, I was older than that, because I look back now and I say I was in grade five when I was at the convent, and I had turned 11 that fall.
470.56|475.38|And I don't know where the years went, because it seemed to me I was about 15 when I quit.
476.59|478.87|No, I think maybe kids didn't go as far.
478.89|480.29|Mine may have taken five twice.
480.31|483.06|I don't remember that.
483.07|490.14|Okay, so now you were in, you were saying, working for the Power Corporation in 1930, and you had a room and board, did you?
490.83|491.99|You rented a room?
492.89|497.8|At that time, you could go to a private home almost anywhere and get room and board there.
498.37|499.65|Paid my own room and door.
499.95|500.05|Yeah?
500.45|503.05|What would you have to pay for a room and door?
503.07|507.36|Oh, so reasonable you wouldn't believe it, about maybe a dollar a day or $35 a month.
507.4|510.25|And that included your board and the whole business?
510.26|512.43|Yeah, and even throwing the laundry some places.
514.01|514.51|I wouldn't agree.
514.55|515.61|How did they make any money?
516.67|522.84|Well, you'll find in that folder you have there where they're selling six loaves of bread for 54 cents.
522.86|524.61|Oh, that's true.
524.63|526.13|That tells you part of the story.
526.46|531.99|Okay, now even on your own farm then, did they own the farm by that time?
532.03|534.88|They didn't have a mortgage on it?
534.9|536.28|You know, people ask me that today.
536.3|542.53|In fact, the man that's living on the farm today has 13 children, which is sort of a coincidence.
542.57|547.67|He was at our home here about five years ago talking about the farm.
548.25|549.86|He said, "How did your dad do it?"
550.46|554.66|You know, he's into it right up to here, keeps buying more land and getting people.
555.74|556.78|I said, "I don't know."
557.12|560.65|I knew nothing about the financing, how Dad arranged that.
560.67|571.52|But I said, Dad went in there and paid a big price for that prairie, put buildings on it, put fences around it, put a well on it that never went dry.
571.56|574.19|It cost thousands of dollars to get a well.
575.63|578.85|And I said, he died 17 years later, and it was all paid for.
578.87|580.1|He didn't know.
580.52|581.88|How big a farm was it?
581.9|582.68|Just a section.
583.54|584.6|One section of the land.
584.63|589.18|So nobody was bothered then about losing the farm or mortgaging or anything?
589.2|590.02|Oh, yes, yeah.
590.04|595.94|We were one of the lucky ones because, again, that great pool of manpower there.
597.35|600.95|You know, you had lots of manpower to do everything.
600.97|603.05|Right, because everybody had their own job.
603.07|610.44|And all it cost us, we grew our own garden, our own meat and vegetables and everything.
611.3|614.28|And I remember, this was during the Depression,
615.04|625.85|when I wasn't working, and we'll come to that later, when Mother would keep the four of us for $10 a month, and we ate like every meal was a feast.
626.97|631.24|Okay, now you said, okay, you were in 1930 and you were working for the Power Corporation.
631.26|631.42|Yeah.
631.44|637.74|Stopped, went back to the farm for a little while, and then went back and found out the wages were 55 cents.
637.76|640.52|Then I, no, then I went back to the,
641.72|644.26|I went on strike, a one-man strike.
644.28|645.61|I didn't have a union behind me.
645.68|648.65|I went on strike, and I went out to the farm.
651.11|652.83|And the company come back after me.
652.87|657.42|I met the general manager on the train one day, and he said, "I thought you were working."
657.44|657.84|I said, "No."
658.22|664.29|I said, "They only offered me $0.45 or $0.55 an hour, and I'm not going to work for $0.55 an hour."
664.31|666.17|I was worth $0.82 an hour.
666.19|667.13|It was independent of me.
667.51|670.82|I was worth $0.82 an hour last fall, and I'm worth that much now.
671.4|676.21|When they got back town a week later, I got a phone call, come to work.
676.23|677.19|So I went to work.
678.11|681.03|And my first check came through at 75 cents an hour.
681.85|684.64|And I went to the foreman on the crew.
684.66|688.76|I said, "Look, how come I'm only getting 75 cents an hour?"
690.3|695.07|He said, "When I saw your work, he says, I told them to give you the same wages you had last year."
695.53|698.49|But he said, somebody else cut it back to 75 cents.
698.51|701.17|Well, I said, "Right now I'm doing 75 cents
701.39|703.61|worth of work an hour and no more, that's all.
706.14|709.16|And I was looking for the superintendent when he comes through.
711.22|714.04|And he hit town on a Saturday night, and he was looking for me.
714.07|716.99|And when I found him, I was going to really have it out with him.
717.01|720.81|The first thing he said to me, look, he said, "Do you think you can run the crew?"
720.89|722.15|I said, "Do you think I can?"
722.2|723.34|He said, yes, I do.
723.36|728.0|Well, he said, "Bill Wilson broke his leg, and I want you to take the crew Monday morning."
728.56|730.71|He said, your wages would be $0.85 an hour.
732.83|734.23|So you didn't have to fight with them?
734.25|735.35|That was the end of the fight.
735.89|738.83|And I worked that whole summer running the crew.
740.22|744.3|And that winter they put me taking over service work in Estevan.
746.04|749.24|And then I saw the Power Commission advertising for people.
749.56|752.45|So I went to my boss and I said, "Look, I said, what about that?"
752.47|756.53|They want servicemen.
756.55|759.01|Well, he said, "I'll tell you, they'll be around here when we're gone."
759.27|760.57|Now, I knew nothing about
761.26|763.97|the government going to take over all the power companies.
764.11|765.33|But he knew that was coming.
766.95|770.51|So he said, "Why don't you put in your application?"
772.03|773.57|If you get a job, OK.
773.59|776.2|If you don't, we'll keep you here.
776.54|778.18|So I put in my application.
778.2|783.86|I had a phone call in a couple of days to come up to Regina.
783.88|785.71|And then I started working for the government.
786.12|786.95|You worked here in Regina?
788.25|789.45|They had head office here.
790.13|791.05|And you worked out of here?
791.16|793.01|No, they sent me to Saskatoon.
794.63|795.47|How long did they stay there?
796.35|804.02|Well, I'm going to say to you like I said to my fourth cousin, Lisa.
804.08|815.08|She was only 16 years old, and she started quizzing me one night, like you're quizzing me now, except that she is quizzing me about my private life, why I didn't get married until I was 38 years old and all that.
816.12|819.15|And I said, "Look, you know more about me than most people know."
819.23|822.59|I said, "You've asked me these kind of questions, and you're getting around to that now."
823.15|824.77|However, it's still a secret.
828.5|830.04|How long did I stay in Saskatoon?
830.06|836.73|Yes, when I was hired in Saskatoon, they had another fellow that was a practical man, but had university education.
836.85|841.53|I was a practical man with a grade seven education, or six and a half, whatever you want to call it.
842.87|844.49|So I got the class B district.
844.95|846.19|which was Saskatoon.
846.21|847.91|Class A district was Rosetown.
848.69|853.03|When I went into Saskatoon, I was working directly under the superintendent.
853.05|854.97|And this would be what year with Dixie?
854.99|856.17|That was in '31.
856.2|858.52|I went up there in January of '31.
858.64|868.14|And after I was there, I had an easy job, an awful easy job.
868.5|873.99|They didn't want me to be traveling because they paid me 10 cents a mile for my car, and that cost money.
874.34|879.79|They felt the pinch too easy.
880.03|886.33|So I had three areas to look after going out of Saskatoon, north and east and south and east.
887.21|890.01|And 11 towns I had to look after.
890.04|891.82|So I could handle that.
891.84|892.56|There was no problem.
892.98|894.08|You said you had a car.
894.32|898.72|Did you buy it when you started working?
898.74|899.72|Yes, I had a car.
899.88|903.39|Now, to come back to that, I had a windfall.
904.09|906.7|My mother was making money on the farm.
906.74|913.59|That was the years that I was in the States, and she had $2,000 accumulated, and she gave each of us kids $500.
913.69|915.81|And you bought a car with yours?
916.11|918.02|So I bought a car, not a new car.
918.1|920.34|I bought a second-hand car for, I think, $650.
920.36|923.37|It was in good shape, almost like new.
923.58|928.17|So, in other words, you didn't find that the Depression really changed things that much?
928.19|929.37|It wasn't affecting me, no.
929.57|935.74|Really, I didn't... Well, you're always short on money, but you didn't spend a dollar unless you had to.
936.33|938.85|But you had a job then all the way through the Depression?
938.87|939.17|No.
939.35|941.53|Then I come to that now.
941.71|942.67|I left Saskatoon.
942.8|948.02|In four months in Saskatoon, the superintendent asked me if I wanted to go out to Rosetown.
948.04|949.07|And I said, "Why Rosetown?"
949.09|949.61|Well, he said,
949.91|954.0|"Jimmy Jackson's got things so messed up out there, he says, we've got to let him go."
955.18|957.1|So I was transferred to Rosetown.
957.12|959.85|I said, "I want the Class A wages, too."
959.87|968.08|I was getting $155 a month at the power, and the Class A was $165 a month.
968.1|974.41|So I went to Rosetown and took over there, and did join the work.
974.43|975.61|I was young and ambitious.
976.22|981.36|The power lines had been built in the wintertime, and the poles were leaning all over the place.
982.62|985.95|And so I'd go out and straighten all this up on my own.
985.97|990.81|I used to hire a young fellow in every town, pay him 30 cents an hour.
991.03|995.2|And the two was, we were a two-man crew.
995.24|1002.33|I sent a bill in for the wages, and oh, the guy in Regina, he just raised a dick, and what authority did I have to hire a man?
1004.43|1012.26|So when he came out one day through the district and he saw what I was doing, he didn't say, boy, that looks really good.
1012.28|1016.11|He just made all his other district men do what I had been doing.
1018.57|1020.12|So that burned me up.
1020.27|1029.63|At another time, I found some trouble on a bridge at a river which was just outside of my territory, and I reported that, and I got a nasty letter telling me to stay in my own territory.
1030.19|1031.55|Then they sent somebody else.
1031.8|1034.69|to fix the trouble that I had filed.
1034.71|1036.47|But you were to mind your own business.
1037.17|1039.11|Well, I was independent as hell.
1040.52|1050.49|So I told the superintendent in Saskatoon, I said, "You tell that guy in Regina that he better pull in his horns or I'll tell him to stick his job."
1050.55|1051.69|That's what I'll tell him.
1051.71|1052.63|What's in Regina?
1052.65|1054.58|Pardon?
1054.6|1055.04|Chickling.
1058.0|1059.68|Oh.
1060.15|1062.31|Saving money, you know, I had money in the bank.
1062.33|1063.71|Oh, I bought a brand new car.
1063.73|1066.16|Then I traded my old one and then bought a brand new car.
1066.58|1068.86|It sounds like you were having a good time in the Depression.
1068.88|1069.92|Oh, you should have been there.
1069.96|1072.48|You should have been there.
1073.57|1078.13|And so about the end of September, I heard from my mother.
1079.49|1082.77|She said, "She'd like to take a trip back to Iowa."
1082.97|1084.26|I said, "Oh, nothing to it."
1084.28|1085.14|I phoned in during.
1085.16|1087.24|I said, "I want leave of absence."
1087.26|1090.04|I said, "I'm going to take my mother down on a trip to Iowa."
1091.32|1093.64|And, well, he said, I won't guarantee you a job.
1093.66|1096.74|Oh, I said, I'm not worried about a job, you know.
1096.77|1100.11|Independent as they come, I'm not worried about a job.
1101.45|1104.33|So I took my mother to Iowa.
1104.51|1106.11|We were gone about six weeks.
1107.73|1109.23|I had a rip-snorting time.
1109.3|1112.04|I had been down there before and knew all my cousins.
1112.06|1112.86|And all the contacts.
1113.42|1114.9|Oh, yeah, we had a lot of fun.
1116.6|1120.9|And then when I come back, I get in the town of Midale, where my
1122.45|1129.0|My brother married a girl from Midale, and there they wanted to put a little power system in Midale.
1129.02|1131.59|So instead of going back to the... A private one?
1131.61|1133.57|Yes, the village itself.
1134.59|1142.68|So instead of going back to the Power Commission and looking for a job, I took on the contract of putting this thing in for them, which I did.
1142.7|1148.97|And then I stayed in all winter in wired homes and kept busy that way.
1148.99|1151.77|And the next spring, now we're into '32,
1152.24|1154.26|I come back up to China.
1154.28|1156.53|Oh, hiring.
1156.55|1158.89|Power Commission said, we're still laying off men.
1158.95|1159.79|We're not hiring.
1160.31|1160.91|No way.
1161.83|1165.96|So I went back home on the farm and just coasted.
1165.98|1167.16|Had money in the bank.
1168.36|1169.92|Independent, you know.
1169.94|1171.02|Good home to stay in.
1171.12|1174.23|And I could always work enough to earn my keep.
1174.25|1176.93|And make a few dollars on the side here and there.
1177.79|1178.31|Until when?
1180.04|1181.86|All of '32...
1183.36|1190.43|And into '33, then the power company in Estevan phoned me up one day and asked me to come down for about a month.
1190.51|1193.49|They need a man for about a month.
1193.51|1198.6|So I went down and I worked in Estevan for about a month.
1200.24|1209.11|And then they had another project starting up there, building another town out by Gull Lake.
1210.04|1215.02|The boss said, I'm going to send you out there to put in that distribution system.
1215.04|1218.79|So essentially after that you had a job, all the rest of the depression.
1218.81|1220.87|Yeah, then I went out there and I had a job.
1220.93|1222.15|Well, we're still in depression.
1222.21|1224.66|Things are really tough, you know, but not for me.
1224.82|1226.58|I'm always...
1226.74|1229.38|But were you the only person you knew like that?
1229.4|1233.53|I mean, a lot of people say that there was a depression, but I can't... Well...
1233.98|1235.94|It was more for married people then, right?
1235.96|1237.03|I'll put it this way, I guess.
1237.2|1241.59|I had the ability to do the work for about one and a half men all the time.
1242.71|1244.15|And that's the way I worked.
1244.63|1250.06|So that if there was work around, I was the guy that could...
1250.08|1253.6|They didn't give any preferential treatment then to people who were married?
1254.2|1254.5|Pardon?
1254.6|1255.62|They didn't give any...
1255.64|1258.15|They didn't give the married men more of a chance?
1258.17|1261.81|Well, I could have bumped a married man in Estevan, but...
1261.96|1263.06|I said, "No way."
1263.08|1266.08|I said, "He's got two kids to keep, and I can look after myself."
1266.54|1271.31|And you didn't have to contribute to the farm or to your mother to stop keeping or anything like that?
1271.33|1271.53|Oh, no.
1271.55|1272.33|No, I struck down, no.
1272.35|1276.67|But when I worked then, I worked the summer of 30.
1276.93|1277.93|That was the fall of '33.
1277.95|1291.55|Yeah, then in '34, then the same company said they'd put me into Gull Lake rewiring buildings, business places that were
1291.9|1296.84|hay wired in, you know, went and straightened up all the metering and everything.
1296.86|1311.82|And I did that, and then I worked all summer by myself as a lineman by myself in towns where there was a plant, a diesel plant operating, and they could always give me a man maybe a half a day at a time, and then I worked by myself.
1311.84|1312.6|Saved my money.
1314.85|1318.63|On the 12th of October, they said, "Shut her down."
1318.69|1319.57|I was in East End.
1319.59|1320.55|They said, shut her down.
1320.65|1321.63|We've got no more money.
1323.32|1338.38|Well, again, those days you looked after yourself, and I had money in the bank, and I went, I wintered myself in a hotel where you could get a room for about $25 a month at that time, eat in a cafe for a dollar a day.
1340.02|1341.6|So you spent accordingly.
1341.62|1346.99|You spent 50 cents a day for pocket money, and you spent a dollar, the next day you didn't spend any.
1347.01|1349.93|That's the way it worked.
1351.06|1352.82|Do you remember there being
1353.07|1356.45|Who did the people blame for the depression?
1358.17|1359.34|Did people have any idea?
1359.36|1361.22|Did they say it was the government's fault?
1361.36|1362.14|Well, it's funny.
1362.6|1373.23|With myself, you know, there really was no depression as far as I was concerned, to get back to your other interviews.
1375.08|1377.92|I was never out of a dollar, never broke, you know.
1377.94|1379.54|I always had money in the bank.
1379.56|1380.66|Save it as you go.
1382.35|1389.52|The first that I noticed of the Depression was in the fall of '30, we were working in Biggar.
1390.28|1400.12|And every train that came through there, that was on the main line, if there's a hundred cars, box cars, there'd be men on every one of them.
1400.58|1402.02|Yeah, this is what the lady said.
1402.1|1404.8|And they had little sort of hobo jungles or something in each town.
1404.82|1405.0|Oh, yeah.
1405.7|1409.13|And these fellas would come out and go through the towns and
1409.65|1412.93|and go to the door and ask for sandwiches.
1412.95|1414.1|It was out of necessity.
1414.18|1416.9|If you get hungry, you'll do almost anything.
1416.92|1418.44|That was the first that I noticed.
1418.46|1419.6|But it still didn't bother me.
1419.72|1421.74|I had a job, you know.
1421.77|1427.33|It amazes me that they were putting electricity into the places when this was going on.
1427.35|1428.61|Oh, I was rebuilding.
1429.61|1432.32|No, but you said you wired a lot of homes in the same thing.
1432.36|1433.88|People were putting electricity into their house.
1433.94|1438.42|In Midale, I wired homes all winter in Midale in 19...
1438.42|1439.86|Who was paying for the wiring?
1440.06|1441.29|The people themselves.
1441.31|1445.69|But you wire a house, they'd put in an entrance, which cost $18 in those days.
1445.77|1449.01|Now, to get that plug put in now, it cost you $25.
1449.69|1456.18|But I'd put in the main entrance coming into a house for $18, and for $3, I'd put in an outlet or a light.
1456.2|1458.64|So they'd put in the very minimum.
1458.66|1462.19|You know, if they had five rooms, they'd put in five lights.
1462.27|1462.99|That was $15.
1463.01|1465.69|An 18, that's only $33.
1466.65|1468.08|And did most people have it put in?
1469.59|1478.28|Pretty well, I'd say 75 or 80 percent of the people, yes.
1478.72|1485.53|Well, there were some of the ones living in the small shacks, you know, and whatnot that didn't happen.
1485.55|1487.95|Did you know anybody that had to go on relief?
1489.39|1490.01|Oh, yes.
1491.01|1497.12|There were, while this is, later on, this carried on into
1497.5|1507.47|When I got back into Estevan again in 1937, all kinds of people were living off relief, right up until the war.
1508.55|1513.96|Did people treat them any differently than, you know, did they look down on them because they were taking relief?
1515.98|1517.28|Not necessarily.
1517.34|1518.66|It was a thing you accepted.
1518.99|1519.71|That's the way it was.
1519.93|1521.25|And people living in
1521.55|1529.43|you know, crowd into, like, you didn't live in a house like this, two people, you rented out every room to somebody if you only got $10 a month for it.
1529.45|1532.92|But to interject there for a minute, you said that people looked down on you if you were on relief.
1532.98|1536.58|No, because the lawyers, the only ones that weren't on relief were the bankers and the doctors.
1537.62|1541.35|The lawyers had the heels on their shoes, wore off, the same as everybody else.
1541.37|1546.79|My father objected to, he had to go down the city hall to get his relief, but they delivered it to the lawyers' house.
1546.81|1547.53|Oh, is that right?
1548.03|1550.13|I mean, there was... Yeah, a difference.
1550.15|1550.69|A difference.
1550.71|1551.35|But...
1552.36|1553.42|Everybody rented.
1553.46|1559.93|Like, again, I have to talk about Estevan and Bienfait, the coal mines where I knew every home.
1560.66|1566.09|I had 1,200 customers and knew them all, and they all knew me in the years that I was there.
1566.87|1569.79|And people were poor.
1570.37|1572.52|You were in sympathy with them.
1572.54|1575.06|I'd have to go and collect the light bills when they didn't pay, and I
1576.09|1580.81|The most heartbreaking thing, you'd go to a door and pound on the door, and here's a woman come to the door.
1580.83|1582.82|She had three, four little kids trailing her there.
1583.68|1588.9|And you were supposed to collect money because she was $5 behind on her light bill.
1588.92|1590.23|The government paid them $1.50.
1590.29|1590.79|On relief?
1593.15|1595.89|For lights, that was it, and anything over that they had to pay.
1597.18|1600.54|And that was one of the heartbreaking things, when you had to go out on collections.
1601.3|1604.53|And then, sure, we'd get the list, and here was the,
1605.18|1633.6|some big shot in town with 70 or 80 dollars and he he wasn't on the list to go human nature being what it is. But the relief came from the federal government did it federal yeah through the municipality yeah to get back to to uh how did it affect you the one winter the winter of 32 i had nothing to do and my brother was home on the farm
1634.29|1644.44|He said, "Well, I'll pay you this relief wage, which is $5 a month," is what the government used to pay, $5 a month for a man on the farm.
1645.71|1647.27|And he paid me $8 a month.
1647.49|1648.17|He gave me a bonus.
1648.23|1649.73|But I worked 12 hours a day.
1649.79|1651.78|We had a lot of livestock on the place.
1652.72|1653.42|I was busy.
1655.08|1657.81|Did you grow grain as well on the farm?
1657.83|1659.31|Oh, yeah, grain and livestock.
1659.33|1661.53|And did you always have good crops?
1661.53|1663.91|No, a lot of failures through the years.
1663.93|1666.31|So you had the drought down there as well?
1666.73|1668.05|Well, that came after.
1668.71|1674.76|The drought only came really after in the 30s when things started getting bad in that respect.
1675.22|1678.12|But by that time I was away from farming.
1678.24|1679.28|It didn't affect you then?
1679.72|1679.79|No.
1679.81|1681.87|Do you remember what the price of wheat might be?
1682.05|1683.41|Yeah, I had some.
1684.33|1689.69|One year I farmed, I had a few hundred bushels.
1690.23|1701.39|Well, I guess I could have sold it that fall for maybe a dollar or something, a bushel, and I thought, I'll hold it, it'll go up, and I wound up selling it for about 60 cents a bushel.
1701.41|1704.37|The wheat went as low as 30 cents a bushel.
1705.97|1711.52|But that area obviously didn't get completely dried out because you said you had gardens, farm gardens.
1711.86|1712.78|Yeah, that's right.
1712.8|1718.01|You could always grow a garden, but I don't know how.
1719.22|1722.69|The pastures were dried out.
1723.37|1725.19|You had to sell off your livestock.
1725.23|1727.93|The government wouldn't give you money if you couldn't grow hay.
1727.97|1733.28|The government wouldn't buy your hay, excepting for two cattle, two cows, that's all.
1733.3|1735.76|Things were tough in that respect.
1735.78|1739.19|And still, in our local area, there was not bad.
1739.95|1748.14|I was out west between Shaunavon and Assiniboia in 1935 and 1936, and there it was terrible.
1748.26|1749.18|And I might add,
1749.23|1758.52|when I was at Rosetown in 1937, that's on the main road north from Swift Current, the people were migrating up there.
1759.22|1760.66|It was an endless stream.
1761.48|1762.36|Migrating out of that area.
1762.5|1765.62|Out of the dry country down south of Swift Current going north.
1766.1|1778.34|You could go out on the highway and get up on a high area somewhere, and as far as the eye could see, there'd be one of these hay racks with a cow behind it, maybe a Bennett buggy like you see pictures of there.
1778.36|1778.58|Yeah, yeah.
1779.43|1807.72|And about every half mile, there'd be one of these, and the whole family, and up there... ...mile, there'd be one of these, and the whole family, and up there...
1808.05|1810.47|Taken a trek up, they went up into the Meadow Lake.
1810.49|1812.3|And a lot of them never came back, did they?
1812.32|1814.52|Oh, they did well up there.
1814.98|1823.51|In 1957, we built power lines up there, and these were the people that had migrated up there into the woods, had it all cleared out, and had beautiful farms.
1824.73|1832.94|Now, going back to the... Who did people blame for the Depression?
1832.96|1833.7|Government.
1834.88|1835.56|But it wasn't.
1836.18|1841.29|See, Saskatchewan was not only hit with the Depression, we were hit with the drought, which made it doubly bad.
1841.57|1842.63|Right.
1842.65|1845.37|Did people, were people politically involved, do you think?
1846.78|1847.9|Well, where else do you go?
1847.92|1849.62|You blame the government, you know.
1849.66|1851.02|Where are you going to go for help?
1851.9|1857.05|You start with the municipal level, and then the provincial level, and it finally winds up in Ottawa.
1857.39|1861.33|No, no, but I meant, did people, were people...
1861.34|1862.81|Did they have political opinions?
1863.43|1866.39|The other lady I talked to said that people weren't politically aware.
1866.53|1867.91|They tended to be small town.
1868.13|1869.21|Because we didn't have this.
1869.81|1874.36|Well, yeah, we had radios, but I'd say only half of the family.
1874.38|1877.36|I wouldn't say they blamed the government, Lindy. It was the drought.
1877.38|1879.45|Well, that's what they said.
1879.47|1881.83|I mean, you can't blame the government because you can't grow anything.
1881.85|1888.5|Yeah, but all this bunch you see pictures of train loads when they come through Ejani are going down to Ottawa to raise hell.
1888.82|1894.16|blame the government because they weren't, well, they didn't blame them for the drought, but they weren't getting anything for the farm.
1894.18|1898.73|But for the depression they were, for the crisis or something.
1898.75|1910.88|It was really, people were not as informed at that time as they are now.
1910.9|1915.04|And I say, God help us if it ever gets as bad now as it was then.
1915.61|1917.36|I'm afraid for what will happen.
1918.28|1921.38|Did they have any idea of how long, did people think it would last very long?
1922.82|1924.05|You never look ahead that far.
1925.13|1927.65|And I suppose because everybody was pretty well in the same predicament.
1927.67|1930.15|Everybody was in the same boat.
1930.21|1932.88|Farmers, you know, people were hard up.
1933.3|1944.15|I'll tell you where I noticed it most during the years, like I went to Iowa in 1931 and then I took my mother down again in 1938.
1945.84|1948.84|And when you got down there, there was no depression.
